ZIP;NAME;TYPE;A0_NAME;A1_NAME;A2_NAME;A3_NAME;A4_NAME;A5_NAME;A6_NAME;A7_NAME;A8_NAME;X_COORDINATE;Y_COORDINATE;SERVICE_HOURS;TEMP_SERVICE_HOURS;TEMP_SERVICE_HOURS_UNTIL;TEMP_SERVICE_HOURS_2;TEMP_SERVICE_HOURS_2_UNTIL;comment_est;comment_eng;comment_rus;comment_lav;comment_lit;MODIFIED
96214;"Tallinna Tammsaare Ärikeskuse pakiautomaat";0;EE;"Harju maakond";Tallinn;"Kristiine linnaosa";NULL;"A. H. Tammsaare tee";NULL;47;NULL;24.7174486524835;59.4013324600467;NULL;NULL;NULL;NULL;NULL;;;;;;2018-10-25T14:54:00.000+03:00
96058;"Tallinna Telliskivi Rimi pakiautomaat";0;EE;"Harju maakond";Tallinn;"Põhja-Tallinna linnaosa";NULL;"Telliskivi tänav";NULL;61;NULL;24.7299272582405;59.4415036856209;NULL;NULL;NULL;NULL;NULL;;;;;;2016-04-04T09:53:09.000+03:00
96006;"Tallinna Tondi Selveri pakiautomaat";0;EE;"Harju maakond";Tallinn;"Kristiine linnaosa";NULL;"A. H. Tammsaare tee";NULL;62;NULL;24.7145929958764;59.4030529139033;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-18T13:22:38.000+02:00
96153;"Tallinna Tondi Ärikeskuse pakiautomaat";0;EE;"Harju maakond";Tallinn;"Kesklinna linnaosa";NULL;"Pärnu maantee";NULL;142;NULL;24.7367332039386;59.4112672719397;NULL;NULL;NULL;NULL;NULL;;;;;;2018-06-11T14:18:34.000+03:00
96038;"Tallinna Torupilli Selveri pakiautomaat";0;EE;"Harju maakond";Tallinn;"Kesklinna linnaosa";NULL;"Vesivärava tänav";NULL;37;NULL;24.780206178215;59.4321547697089;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11T09:03:11.000+02:00
96302;"Tallinna Tähesaju Selveri pakiautomaat";0;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";NULL;"Tähesaju tee";NULL;1;NULL;24.8492644327144;59.4416767713225;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-22T15:09:10.000+02:00
96185;"Tallinna Tööstuse Rimi pakiautomaat";0;EE;"Harju maakond";Tallinn;"Põhja-Tallinna linnaosa";NULL;"Tööstuse tänav";NULL;101;NULL;24.7056169808896;59.4536439046185;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-14T18:00:24.000+02:00
96132;"Tallinna Valdeku CoMarketi pakiautomaat";0;EE;"Harju maakond";Tallinn;"Nõmme linnaosa";NULL;"Vabaduse puiestee";NULL;54b;NULL;24.7006750315172;59.3813760873888;NULL;NULL;NULL;NULL;NULL;;;;;;2016-07-20T08:24:42.000+03:00
96145;"Tallinna Valdeku Maxima pakiautomaat";0;EE;"Harju maakond";Tallinn;"Nõmme linnaosa";NULL;"Valdeku tänav";NULL;114;NULL;24.7120388220387;59.3761593003459;NULL;NULL;NULL;NULL;NULL;;;;;;2018-05-10T08:44:28.000+03:00
96215;"Tallinna Vikerlase Rimi pakiautomaat";0;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";NULL;"Vikerlase tänav";NULL;19;NULL;24.8440248965349;59.4395567973147;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-21T17:45:36.000+02:00
96143;"Tallinna Vilde tee Maxima pakiautomaat";0;EE;"Harju maakond";Tallinn;"Mustamäe linnaosa";NULL;"Eduard Vilde tee";NULL;75;NULL;24.6865414859939;59.402623222597;NULL;NULL;NULL;NULL;NULL;;;;;;2018-05-09T10:23:35.000+03:00
96002;"Tallinna Viru Keskuse pakiautomaat";0;EE;"Harju maakond";Tallinn;"Kesklinna linnaosa";NULL;"Viru väljak";NULL;4;NULL;24.7569528477068;59.4363139119906;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11T11:14:08.000+02:00
96104;"Tallinna Viru bussiterminali pakiautomaat";0;EE;"Harju maakond";Tallinn;"Kesklinna linnaosa";NULL;"Viru väljak";NULL;4;NULL;24.7552856744533;59.4362182881765;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11T11:11:06.000+02:00
96103;"Tallinna Õismäe Maxima XX pakiautomaat";0;EE;"Harju maakond";Tallinn;"Haabersti linnaosa";NULL;"Õismäe tee";NULL;46;NULL;24.6472833624935;59.4115368011605;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11T11:34:27.000+02:00
96208;"Tallinna Ülemiste City Selveri pakiautomaat";0;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";NULL;"Sepapaja tänav";NULL;2;NULL;24.8024048988489;59.4218022070891;NULL;NULL;NULL;NULL;NULL;;;;;;2018-12-10T10:48:42.000+02:00
96113;"Tallinna Ülemiste Keskuse pakiautomaat";0;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";NULL;"Suur-Sõjamäe tänav";NULL;4;NULL;24.7948303525135;59.4227586708058;NULL;NULL;NULL;NULL;NULL;;;;;;2018-06-11T10:12:46.000+03:00
96059;"Tallinna Ümera Maxima pakiautomaat";0;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";NULL;"Laagna tee";NULL;80;NULL;24.8896006775899;59.4439176696025;NULL;NULL;NULL;NULL;NULL;;;;;;2017-01-10T08:49:38.000+02:00
9135;"Talsu Maxima XX pakomāts";0;LV;Talsi;"Rīgas iela 8, Talsi, Talsi";;;;;;;22.585088;57.238631;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 16:00,izņemšana 10:00";;;;;;;;"Blakus T/C centrālajai ieejai";;
9931;"Talsu RIMI pakomāts";0;LV;Talsi;"Dundagas iela 18, Talsi";;;;;;;22.578781;57.248009;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 16:00,izņemšana 10:00";;;;;;;;"Blakus T/C centrālajai ieejai";;
78494;"Tamme postipunkt";1;EE;"Rapla maakond";"Rapla vald";"Kabala küla";NULL;NULL;NULL;NULL;NULL;24.6513884952156;58.9290518941545;"E,K,N,R 11:00-18:00; L 11:00-15:00; T,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-14T16:36:09.000+02:00
41510;"Tammiku postipunkt";1;EE;"Ida-Viru maakond";"Jõhvi vald";"Tammiku alevik";NULL;"Tamme tänav";NULL;17;NULL;27.3828580276965;59.3345834084327;"E,N 09.00-13:00,13:30-18.00;T,K,R 09.00-13:00,13:30-16.30;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-25T16:18:31.000+02:00
85094;"Tammiste postipunkt";1;EE;"Pärnu maakond";"Tori vald";"Tammiste küla";NULL;"Suur-Kaare tänav";NULL;9;NULL;24.5971286307951;58.3817406035342;"01.09.-30.04. E-P 10.00-20.00;01.05.-31.08. E-P 10.00-21.00";NULL;NULL;NULL;NULL;;;;;;2018-09-11T13:49:29.000+03:00
96120;"Tamsalu Grossi pakiautomaat";0;EE;"Lääne-Viru maakond";"Tapa vald";"Tamsalu linn";NULL;"Tehnika tänav";NULL;24;NULL;26.1123038345117;59.1622309249183;NULL;NULL;NULL;NULL;NULL;;;;;;2016-05-12T16:09:10.000+03:00
46194;"Tamsalu postipunkt";1;EE;"Lääne-Viru maakond";"Tapa vald";"Tamsalu linn";NULL;"Raudtee tänav";NULL;5;NULL;26.1129838390952;59.1602240412358;"E-R 10.00-17.00;L 10.00-14.00;P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T12:32:08.000+02:00
96092;"Tapa Grossi pakiautomaat";0;EE;"Lääne-Viru maakond";"Tapa vald";"Tapa linn";NULL;"Jaama tänav";NULL;1;NULL;25.9631730889508;59.2645395299216;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11T09:06:42.000+02:00
96308;"Tapa Maxima pakiautomaat";0;EE;"Lääne-Viru maakond";"Tapa vald";"Tapa linn";NULL;"Pikk tänav";NULL;33;NULL;25.9676547342914;59.2590249612323;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-19T22:22:07.000+02:00
45191;"Tapa postkontor";1;EE;"Lääne-Viru maakond";"Tapa vald";"Tapa linn";NULL;"Pikk tänav";NULL;3;NULL;25.9644574805883;59.2646048509235;"E-R 9:00-18:00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T11:30:38.000+02:00
96310;"Tartu Aardla Selveri pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Võru tänav";NULL;75b;NULL;26.7217334200513;58.3577331645593;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-16T17:29:17.000+02:00
96319;"Tartu Anne 40 Maxima pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Anne tänav";NULL;40;NULL;26.7502072109855;58.3786928807254;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-29T15:21:47.000+02:00
96126;"Tartu Anne Selveri pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Kalda tee";NULL;43;NULL;26.7666386005124;58.3684219846373;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-03T18:33:56.000+02:00
96020;"Tartu Eedeni pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Kalda tee";NULL;1c;NULL;26.751085398762;58.3735033783683;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-03T18:04:53.000+02:00
96213;"Tartu Jaamamõisa Selveri pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Jaama tänav";NULL;74;NULL;26.7511808548197;58.381750580907;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-06T21:52:11.000+02:00
96187;"Tartu Karete Konsumi pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Jalaka tänav";NULL;34;NULL;26.7239088613201;58.3499402130124;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-20T22:20:25.000+02:00
96061;"Tartu Kesklinna Keskuse pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Küüni tänav";NULL;7;NULL;26.7247810127899;58.3781650626122;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-03T18:25:30.000+02:00
96068;"Tartu Kivilinna pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Jaama tänav";NULL;173;NULL;26.7643225919985;58.3795100187495;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-03T18:27:10.000+02:00
96165;"Tartu Kvartali Keskuse pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Riia tänav";NULL;2;NULL;26.7288999596472;58.3769905789451;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-07T17:10:20.000+02:00
96074;"Tartu Lembitu Konsumi pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Lembitu tänav";NULL;2;NULL;26.7098532059806;58.3699522644092;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-03T18:28:03.000+02:00
96019;"Tartu Lõunakeskuse pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Ringtee tänav";NULL;75;NULL;26.6771723036588;58.3586638757092;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-03T18:04:07.000+02:00
96127;"Tartu Raadi Maxima pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Narva maantee";NULL;112;NULL;26.7298729772523;58.3918356082812;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-03T18:34:47.000+02:00
96087;"Tartu Rebase Rimi pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Rebase tänav";NULL;10;NULL;26.7391262027857;58.3683448757833;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-03T18:29:51.000+02:00
96088;"Tartu Ringtee Selveri pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Aardla tänav";NULL;114;NULL;26.6864134432779;58.3530775071168;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-03T18:30:51.000+02:00
96136;"Tartu Saare Maxima pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Anne tänav";NULL;57;NULL;26.7564749997037;58.3750327238905;NULL;NULL;NULL;NULL;NULL;;;;;;2018-12-27T10:05:39.000+02:00
96311;"Tartu Sõbra Prisma pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Sõbra tänav";NULL;56;NULL;26.7426179909653;58.3650266624938;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-29T12:25:23.000+02:00
96021;"Tartu Sõbrakeskuse pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Võru tänav";NULL;55f;NULL;26.7194265784739;58.3652563159501;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-03T18:05:44.000+02:00
96039;"Tartu Tasku Keskuse pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Turu tänav";NULL;2;NULL;26.7309637889273;58.3780203330757;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-03T18:12:00.000+02:00
96321;"Tartu Tuglase Rimi pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Friedebert Tuglase tänav";NULL;19;NULL;26.6919214535899;58.385073327656;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-27T13:38:46.000+02:00
96022;"Tartu Ujula Konsumi pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Ujula tänav";NULL;2;NULL;26.7238346460186;58.3868033867218;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-03T18:07:17.000+02:00
96309;"Tartu Vahi Selveri pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Vahi tänav";NULL;62;NULL;26.7207671100268;58.4017256512173;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-19T22:28:33.000+02:00
96060;"Tartu Veeriku Selveri pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Vitamiini tänav";NULL;1;NULL;26.6968101191678;58.376337962246;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-03T18:24:45.000+02:00
96225;"Tartu Zeppelini pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Turu tänav";NULL;14;NULL;26.7358423539678;58.374718397541;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-15T14:03:58.000+02:00
88851;"Tauragės NORFA Gedimino paštomatas";0;LT;Tauragė;"Gedimino g. 28, Tauragė";;;;;;;22.298812;55.251360;;;;;;;;;;"Paštomatą rasite lauke, prie prekybos centro sienos";
88868;"Telšių NORFA Gedimino paštomatas";0;LT;Telšiai;"Gedimino g. 8, Telšiai";;;;;;;22.238605;55.981785;;;;;;;;;;"Paštomatą rasite prie pagrindinio įėjimo, dešinėje pusėje";
88891;"Telšių PC TULPĖ paštomatas  (naujas!)";0;LT;Telšiai;"Kęstučio g. 4, Telšiai";;;;;;;22.249697;55.983917;;;;;;;;;;"Paštomatą rasite prie pagrindinio įėjimo, kairėje pusėje";
86294;"Tihemetsa postipunkt";1;EE;"Pärnu maakond";"Saarde vald";"Tihemetsa alevik";NULL;"Peahoone tee";NULL;1;NULL;25.0444833332837;58.149290180641;"E-R 8:00-20:00; L,P suletud";NULL;NULL;NULL;NULL;;;;;;2018-09-11T13:50:10.000+03:00
10201;"Toompea postkontor";1;EE;"Harju maakond";Tallinn;"Kesklinna linnaosa";NULL;"Lossi plats";NULL;4;NULL;24.7390439252417;59.4360809103113;"E-R 10:00-17:00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-25T16:16:20.000+02:00
10494;"Toompuiestee postipunkt";1;EE;"Harju maakond";Tallinn;"Põhja-Tallinna linnaosa";NULL;Toompuiestee;NULL;33;NULL;24.7330309573958;59.4370137248883;"E-R 9:00-11:00; L,P suletud;";"25.02-01.03 suletud";01.03.2019;NULL;NULL;;;;;;2019-02-15T15:04:40.000+02:00
87591;"Tootsi postipunkt";1;EE;"Pärnu maakond";"Põhja-Pärnumaa vald";"Tootsi alev";NULL;"Kesk tänav";NULL;8a;NULL;24.7856867063951;58.5865895120871;"E-R 8:00-17:00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T12:32:21.000+02:00
93194;"Torgu postipunkt";1;EE;"Saare maakond";"Saaremaa vald";"Iide küla";NULL;NULL;NULL;NULL;NULL;22.0787013658813;57.9775703175175;"E-R 08.00-15.00;L,P suletud";"20.02 suletud";20.02.2019;NULL;NULL;;;;;;2019-02-15T15:07:31.000+02:00
96121;"Torma A ja O pakiautomaat";0;EE;"Jõgeva maakond";"Jõgeva vald";"Torma alevik";NULL;"Kesk tänav";NULL;1a;NULL;26.7396215263052;58.8190824540725;NULL;NULL;NULL;NULL;NULL;;;;;;2016-05-17T11:33:51.000+03:00
48594;"Torma postipunkt";1;EE;"Jõgeva maakond";"Jõgeva vald";"Torma alevik";NULL;"Kesk tänav";NULL;1a;NULL;26.7397456401334;58.8193693910741;"E–L 08:00-19:00;P 10:00-19:00";NULL;NULL;NULL;NULL;;;;;;2018-05-14T10:16:42.000+03:00
94594;"Tornimäe postipunkt";1;EE;"Saare maakond";"Saaremaa vald";"Tornimäe küla";NULL;NULL;Rahvamaja;NULL;NULL;23.1146942933887;58.5036027025162;"E-N 9:00-17:00; R,L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-17T10:16:55.000+02:00
77724;"Trakų NORFA paštomatas (naujas!)";0;LT;Trakai;"Vilniaus g. 15C, Trakai";;;;;;;24.945533;54.627344;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";
86025;"Treimani postipunkt";1;EE;"Pärnu maakond";"Häädemeeste vald";"Treimani küla";NULL;NULL;NULL;NULL;NULL;24.3879837228482;57.9211359770549;"E,T,N,R 10:00-12:00; K 16:00-18:00; L,P suletud";NULL;NULL;NULL;NULL;;;;;;2018-09-11T13:52:41.000+03:00
46240;"Triigi postipunkt";1;EE;"Lääne-Viru maakond";"Väike-Maarja vald";"Triigi küla";NULL;NULL;NULL;NULL;NULL;26.3302809648256;59.1154266645298;"E,K,N,R 10.30-17.00;T,L 10.30-14.00;P suletud";NULL;NULL;NULL;NULL;;;;;;2018-08-06T14:54:57.000+03:00
68394;"Tsirguliina postipunkt";1;EE;"Valga maakond";"Valga vald";"Tsirguliina alevik";NULL;"Nooruse tänav";NULL;1;NULL;26.1914519538519;57.8644730866236;"E,T 8.00-17.00;K 11.00-18.00;N 8.00-16.00;R 8.00-15.00;L,P suletud;Iga kuu viimasel neljapäeval suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T12:35:26.000+02:00
66394;"Tsooru postipunkt";1;EE;"Võru maakond";"Antsla vald";"Tsooru küla";NULL;NULL;Kaupluse;NULL;NULL;26.651843540592;57.7418589070847;"E-R 13:00-15:00;L,P suletud";NULL;NULL;NULL;20.08.2015;;;;;;2018-05-17T11:07:34.000+03:00
46695;"Tudu postipunkt";1;EE;"Lääne-Viru maakond";"Vinni vald";"Tudu alevik";NULL;"Rakvere maantee";NULL;7;NULL;26.8541771097683;59.1800720496532;"E-L 10:00-19:00;P 10:00-18:00";NULL;NULL;NULL;NULL;;;;;;2018-05-14T10:20:07.000+03:00
42294;"Tudulinna postipunkt";1;EE;"Ida-Viru maakond";"Alutaguse vald";"Tudulinna alevik";NULL;"Pikk tänav";NULL;8;NULL;27.0814535733864;59.0359034781713;"E-R 9:00-19:00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2018-05-14T10:14:29.000+03:00
9120;"Tukuma Maxima XX pakomāts";0;LV;Tukums;"Kurzemes iela 36, Tukums";;;;;;;23.153615;56.971738;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 13:00,izņemšana 10:00";;;;;;;;"Pa kreisi no galvenās ieejas";;
9927;"Tukuma Pasta RIMI pakomāts";0;LV;Tukums;"Pasta iela 14, Tukums";;;;;;;23.158829;56.967484;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 13:00,izņemšana 10:00";;;;;;;;"Blakus RIMI ieejai no autostāvvietas puses";;
96223;"Turba kaupluse pakiautomaat";0;EE;"Harju maakond";"Saue vald";"Turba alevik";NULL;"Tehase tänav";NULL;1;NULL;24.236700210751;59.0801015031077;NULL;NULL;NULL;NULL;NULL;;;;;;2019-01-15T08:38:11.000+02:00
96053;"Tõrva Maxima pakiautomaat";0;EE;"Valga maakond";"Tõrva vald";"Tõrva linn";NULL;"Tamme tänav";NULL;2;NULL;25.9326394762048;57.9977661248928;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-03T18:22:51.000+02:00
68699;"Tõrva postkontor";1;EE;"Valga maakond";"Tõrva vald";"Tõrva linn";NULL;"Valga tänav";NULL;1;NULL;25.9222694946489;58.0026035434413;"E-R 10:00-18:00; L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T11:31:09.000+02:00
96178;"Tõrvandi Konsumi pakiautomaat";0;EE;"Tartu maakond";"Kambja vald";"Tõrvandi alevik";NULL;"Müürsepa tänav";NULL;1;NULL;26.7104518049072;58.3231409350035;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-09T23:08:19.000+02:00
61794;"Tõrvandi postipunkt";1;EE;"Tartu maakond";"Kambja vald";"Tõrvandi alevik";NULL;"Papli tänav";NULL;6;NULL;26.7059212395649;58.3221618052557;"E,R 8.00-12.00;T,K,N 13.00-17.00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T12:36:19.000+02:00
88100;"Tõstamaa postkontor";1;EE;"Pärnu maakond";"Pärnu linn";"Tõstamaa alevik";NULL;"Varbla maantee";NULL;2;NULL;23.994026008205;58.3346193346143;"E,R 8:00-16:00;T,K,N 9:00-16:00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-18T11:10:03.000+02:00
96052;"Türi Maxima pakiautomaat";0;EE;"Järva maakond";"Türi vald";"Türi linn";NULL;"Viljandi tänav";NULL;10;NULL;25.4276802368704;58.8060325803827;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11T09:14:02.000+02:00
72201;"Türi postkontor";1;EE;"Järva maakond";"Türi vald";"Türi linn";NULL;"Viljandi tänav";NULL;1a;NULL;25.4291003232608;58.807235555113;"E-R 9:00-18:00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T11:59:04.000+02:00
44294;"Ubja postipunkt";1;EE;"Lääne-Viru maakond";"Rakvere vald";"Ubja küla";NULL;"Jaaniku tee";NULL;3;NULL;26.435601916856;59.4160985296806;"E-R 10.00-18.00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2018-05-14T10:20:18.000+03:00
88892;"Ukmergės IKI Vilniaus g. paštomatas";0;LT;Ukmergė;"Vilniaus g. 62, Ukmergė";;;;;;;24.773200;55.244184;;;;;;;;;;"Paštomatą rasite lauke prie sienos, netoli taromato";
88869;"Ukmergės MAXIMA Žiedo paštomatas";0;LT;Ukmergė;"Žiedo g. 1, Ukmergė";;;;;;;24.743786;55.242752;;;;;;;;;;"Paštomatą rasite įėjimo į parduotuvę, kairėje pusėje";
9110;"Ulbrokas TOP pakomāts";0;LV;Ulbroka;"Peldu iela 2, Ulbroka";;;;;;;24.291621;56.939616;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 14:00,izņemšana 10:00";;;;;;;;"Pa labi no ieejas";;
46794;"Ulvi (Põlula) postipunkt";1;EE;"Lääne-Viru maakond";"Vinni vald";"Ulvi küla";NULL;"Mõisa tee";NULL;4;NULL;26.6306004729948;59.3248727809854;"E,K,N,R 11.00-18.00; L 11:00-15:00; T,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T12:36:46.000+02:00
88860;"Utenos RIMI-SENUKAI paštomatas";0;LT;Utena;"J.Basanavičiaus g. 52, Utena";;;;;;;25.596356;55.498111;;;;;;;;;;"Paštomatą rasite lauke, prie prekybos centro sienos iš autobusų stoties pusės";
86594;"Uulu postipunkt";1;EE;"Pärnu maakond";"Häädemeeste vald";"Uulu küla";NULL;NULL;NULL;NULL;NULL;24.5782042685035;58.2791790995659;"E-P 10.00-18.00";NULL;NULL;NULL;NULL;;;;;;2019-01-14T16:39:11.000+02:00
75395;"Vaida postipunkt";1;EE;"Harju maakond";"Rae vald";"Vaida alevik";NULL;"Vana-Vaida tee";NULL;7;NULL;24.9765184020987;59.2856273212487;"E-R 11.00-18.00;L 10.00-14.00;P suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-25T15:43:25.000+02:00
46094;"Vajangu postipunkt";1;EE;"Lääne-Viru maakond";"Tapa vald";"Vajangu küla";NULL;"Tamsalu maantee";NULL;14;NULL;26.0077683178262;59.1082943294975;"E,K,N 11:00-18:00;R 11:00-19:00;L 11:00-14:00;T,P suletud";NULL;NULL;NULL;NULL;;;;;;2018-08-31T15:38:46.000+03:00
9134;"Valdlauču TOP pakomāts";0;LV;Valdlauči;"Atpūtas iela 5, Valdlauči";;;;;;;24.147541;56.904139;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 14:00,izņemšana 10:00";;;;;;;;"Pa labi no T/C ieejas";;
96042;"Valga Maxima pakiautomaat";0;EE;"Valga maakond";"Valga vald";"Valga linn";NULL;"Jaama puiestee";NULL;2b;NULL;26.0444167966367;57.7741688270291;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-03T18:13:54.000+02:00
96227;"Valga Siili Konsumi pakiautomaat";0;EE;"Valga maakond";"Valga vald";"Valga linn";NULL;"Alfred Neulandi tänav";NULL;2;NULL;26.0369767593409;57.7788983339818;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-23T14:07:26.000+02:00
68299;"Valga postkontor";1;EE;"Valga maakond";"Valga vald";"Valga linn";NULL;"Kesk tänav";NULL;10;NULL;26.0340813226598;57.7776696902755;"E-R 9:00-18:00; L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T11:31:49.000+02:00
94394;"Valjala postipunkt";1;EE;"Saare maakond";"Saaremaa vald";"Valjala alevik";NULL;"Posti tänav";NULL;15;NULL;22.7899094640207;58.4089964926606;"T-R 9:00-17:00;L 9:00-15:00;E,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-17T10:17:44.000+02:00
9956;"Valkas T/C Walk pakomāts";0;LV;Valka;"Ausekļa iela 54, Valka";;;;;;;26.014727;57.785275;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 15:00,izņemšana 10:00";;;;;;;;"Pa labi no T/C ieejas";;
74394;"Valkla postipunkt (Valkla kauplus)";1;EE;"Harju maakond";"Kuusalu vald";"Valkla küla";NULL;NULL;NULL;NULL;NULL;25.3338067892451;59.4792367830026;"T-L 10.00-18.00; P,E suletud;";NULL;NULL;NULL;NULL;;;;;;2019-02-18T11:08:40.000+02:00
9119;"Valmieras Maxima X Nākotnes iela pakomāts";0;LV;Valmiera;"Nākotnes iela 2a,Valmiera";;;;;;;25.427524;57.530061;"P-Pk.piegāde 11:00, izņemšana 16:00 Sestdienās piegāde 14:00,izņemšana 10:00";;;;;;;;"Pa kreisi no ieejas";;
9928;"Valmieras T/C Valleta pakomāts";0;LV;Valmiera;"Rīgas iela 4, Valmiera";;;;;;;25.423716;57.538544;"P-Pk.piegāde 11:00, izņemšana 16:00 Sestdienās piegāde 14:00,izņemšana 10:00";;;;;;;;"T/C aizmugurē, pa kreisi no ieejas";;
